individual_id,first_name,last_name,age,sex,canton,city,occupation,sector,education,employment_type,marital_status,income_chf,risk_appetite,wallet_share,stress,life_sat,health_score,checking_balance,savings_balance,investment_balance,has_pillar3a,has_investment,has_credit_card,has_insurance,has_mortgage,has_youth_product,deceased,nba_1_id,nba_1_name,nba_1_confidence,nba_1_why,nba_2_id,nba_2_name,nba_2_confidence,nba_2_why,nba_3_id,nba_3_name,nba_3_confidence,nba_3_why
00720b86-35df-466c-98a4-379fe4049355,Elena,Gerber,41,F,GL,Obstalden,,,university,employed,single,6777.99,0.355,0.77,63,51,85,17814.3,5743.2,0.0,False,False,False,True,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"243 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA08,Pillar 3a Retirement Gap,0.767,"Employment: employed, income ~CHF 6,778/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA06,Idle Cash Savings Upgrade,0.218,"CHF 17,814 in checking vs CHF 5,743 in savings, risk appetite 0.35. Propose moving surplus into a Sparkonto/Anlagesparkonto."
007f88a4-50b4-4612-9fab-ddfadda87347,Andrea,Zimmermann,76,F,VS,Martigny,Pensioniert,,apprenticeship,retired,married,2416.33,0.0,0.47,81,71,39,61028.06,66843.04,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"198 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA08,Pillar 3a Retirement Gap,0.069,"Employment: retired, income ~CHF 2,416/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction."
0086f6b9-0507-4936-b286-4787747004d7,Giulia,Wenger,73,F,GE,Onex,Pensioniert,,apprenticeship,retired,married,3809.35,0.0,0.95,95,66,25,38275.5,193432.47,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"341 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA08,Pillar 3a Retirement Gap,0.131,"Employment: retired, income ~CHF 3,809/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction."
0089d95b-d03b-40b4-9a59-e83ffe172407,Liam,Roth,20,M,NE,Neuchâtel,Fachmann/-frau Betreuung,,apprenticeship,student,single,0.0,0.084,0.88,79,54,86,-23905.97,13294.57,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"424 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA13,Default / Financial-Stress Risk Flag,0.95,"Checking balance is negative (CHF -23,906). Proactive, supportive outreach recommended.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
008b377e-c24e-47b5-85a7-01e73ec6267c,Liam,Meyer,51,M,BL,Arlesheim,Fachmann/-frau Betreuung,education,apprenticeship,employed,single,5655.88,0.056,0.55,42,67,62,49063.02,92095.66,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"352 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.1,"CHF 49,063 in checking, risk appetite 0.06, no investment product. Propose Fondssparplan/Wertschriftendepot."
00a6e674-f417-4b2a-805f-8b297a0161ec,Elias,Widmer,29,M,AR,Walzenhausen,Finanzanalyst/in,finance,university,employed,single,10189.26,0.145,0.67,48,63,35,62297.27,55742.23,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"523 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.427,"Income ~CHF 10,189/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
00b81d95-143c-48f4-93b5-e370e7260143,Emma,Schneider,37,F,LU,Reiden,Physiotherapeut/in,health,matura,employed,divorced,5202.53,0.0,0.4,59,54,49,19090.04,44071.07,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"276 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover.",NBA15,Wallet Share Consolidation,0.1,"Estimated wallet share with us is 40%, income ~CHF 5,203/month. Propose a full relationship consolidation review."
00bbd587-423a-4112-8b03-f164b330a653,David,Meier,32,M,GL,Mühlehorn,Maurer/in,construction,apprenticeship,employed,married,5934.52,0.0,0.4,72,54,74,51389.98,16492.75,0.0,True,False,False,False,True,False,False,NBA09,Credit Card Cross-Sell,0.95,"297 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA05,Job Change Income Review,0.85,"Recent job change into the education sector, new income ~CHF 6,016/month. Revisit savings rate and pillar3a contribution.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: True. Discuss life or legal protection cover."
00bc611d-83f5-45e8-86ab-2bda22f4fd38,Jean,Roth,2,M,JU,Buix,Schüler/in,,mandatory,,married,0.0,0.384,0.69,15,80,99,0.0,387.01,0.0,False,False,False,False,False,True,False,NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA09,Credit Card Cross-Sell,0.095,"1 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA14,Churn Risk Retention Outreach,0.095,Transaction activity went from 1 to 0 between the first and second half of the observed window.
00bd2f61-b710-434f-aa32-b38d75e69a34,Finn,Widmer,49,M,NE,La Chaux-de-Fonds,,,apprenticeship,employed,single,5296.99,0.161,0.77,45,66,87,9751.7,4438.36,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"243 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA08,Pillar 3a Retirement Gap,0.545,"Employment: employed, income ~CHF 5,297/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
00be4a85-7d44-4f45-9318-8eae6e8b6007,Emilia,Graf,28,F,NE,Neuchâtel,ICT-Fachmann/-frau,tech,mandatory,employed,married,5730.34,0.0,0.59,62,82,53,51429.11,41001.69,0.0,True,False,False,True,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"457 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA06,Idle Cash Savings Upgrade,0.232,"CHF 51,429 in checking vs CHF 41,002 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.
00c7cabc-2cef-42bf-bb4c-82698ca5a35f,Lea,Meier,1,F,AR,Schwellbrunn,Schüler/in,,mandatory,,single,0.0,0.412,0.74,11,74,89,0.0,211.74,0.0,False,False,False,False,False,True,False,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA09,Credit Card Cross-Sell,0.095,"1 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA14,Churn Risk Retention Outreach,0.095,Transaction activity went from 1 to 0 between the first and second half of the observed window.
00c7e53d-82d5-49ca-ab67-0420962886b4,Luis,Zimmermann,18,M,BE,Liebefeld,Schüler/in,,matura,student,single,0.0,0.429,0.38,32,61,85,1170.53,4494.24,0.0,False,False,False,False,False,True,False,NBA14,Churn Risk Retention Outreach,0.65,Transaction activity went from 2 to 0 between the first and second half of the observed window.,NBA01,Youth-to-Adult Account Migration,0.381,"Age 18, still holding a youth account. Plan ahead for migration to adult products.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
00dc2f8b-34a0-4eee-97d2-74515d83818b,Luca,Meier,68,M,TG,Scherzingen,Pensioniert,,university,retired,married,5034.85,0.0,0.79,31,83,39,96568.44,170728.56,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"382 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.
00dd4d8f-89ee-4b6e-b78c-f4a690e98923,Alexander,Zimmermann,58,M,GE,Carouge GE,Category Manager,retail,university,employed,married,10948.7,0.0,0.31,66,63,70,58380.84,34807.44,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"253 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA10,Wealth Building Investment Upsell,0.495,"Income ~CHF 10,949/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
00de93c3-d82b-441a-a8b8-73399a4f7c28,Julia,Gerber,63,F,SG,Berneck,Detailhandelsfachmann/-frau,retail,apprenticeship,self_employed,married,13341.82,0.0,0.52,66,52,54,69172.29,106179.27,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"362 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA10,Wealth Building Investment Upsell,0.711,"Income ~CHF 13,342/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
00e113ce-7857-45fd-96f8-4c273b6e44f3,Marco,Zimmermann,56,M,JU,Boncourt,Architekt/in,construction,university,employed,married,13061.22,0.0,0.69,33,86,39,67105.02,51303.39,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"481 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA10,Wealth Building Investment Upsell,0.686,"Income ~CHF 13,061/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
00e4b3fd-4f4f-43f7-9b29-0a93c3e1c3a6,Anna,Brun,25,F,GE,Bernex,Student/in,manufacturing,university,employed,single,5088.81,0.107,0.61,46,58,73,12589.0,12271.53,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"409 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA05,Job Change Income Review,0.85,"Recent job change into the retail sector, new income ~CHF 5,093/month. Revisit savings rate and pillar3a contribution.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
00ecfb4d-6508-4c4c-9cd9-b45aaa645709,Elena,Gerber,57,F,FR,Ueberstorf,Sanitärinstallateur/in,construction,apprenticeship,employed,married,5110.96,0.0,0.36,68,68,68,83147.14,18078.98,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"251 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.754,"CHF 83,147 in checking vs CHF 18,079 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
00f7243f-56be-4886-9f25-d80a4c847dc2,Elias,Meyer,12,M,VS,Fey (Nendaz),Schüler/in,,mandatory,student,single,0.0,0.384,0.89,32,74,89,0.0,1295.8,0.0,False,False,False,False,False,True,False,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA09,Credit Card Cross-Sell,0.095,"1 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA14,Churn Risk Retention Outreach,0.095,Transaction activity went from 1 to 0 between the first and second half of the observed window.
0103c9ef-53b3-41e9-b124-458c49e29f80,Lina,Bühler,75,F,SH,Schaffhausen,Pensioniert,,mandatory,retired,married,1996.53,0.012,0.66,47,83,42,19098.32,85471.37,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"263 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.055,"CHF 19,098 in checking, risk appetite 0.01, no investment product. Propose Fondssparplan/Wertschriftendepot."
010436a3-c5de-4c74-a48b-656a73c18fab,Felix,Meier,16,M,SH,Neuhausen am Rheinfall,Schüler/in,,apprenticeship,student,single,0.0,0.476,0.47,28,60,86,387.57,3943.14,0.0,False,False,False,False,False,True,False,NBA14,Churn Risk Retention Outreach,0.65,Transaction activity went from 2 to 0 between the first and second half of the observed window.,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA01,Youth-to-Adult Account Migration,0.202,"Age 16, still holding a youth account. Plan ahead for migration to adult products."
010c863f-6974-4a5f-8f18-e32d11af17ef,Stefan,Lüthi,65,M,ZG,Hünenberg See,Maler/in,construction,apprenticeship,self_employed,single,4011.29,0.288,0.56,41,87,60,72288.51,100859.74,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"385 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.309,"CHF 72,289 in checking, risk appetite 0.29, no investment product. Propose Fondssparplan/Wertschriftendepot."
0119cf83-f24b-4f5b-8e5c-e55a66fd2d55,Margrit,Berger,60,F,GE,Plan-les-Ouates,Kundenberater/in,finance,matura,employed,married,10528.04,0.0,0.57,27,82,72,54939.76,23540.68,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"377 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.564,"CHF 54,940 in checking vs CHF 23,541 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
0130e28e-4561-4473-9c78-4d1ecd3061c7,Monika,Bühler,49,F,BS,Basel,Automatiker/in,manufacturing,apprenticeship,employed,widowed,5585.72,0.0,0.49,68,66,73,41380.89,70225.48,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"312 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: widowed, has mortgage: False. Discuss life or legal protection cover.",NBA15,Wallet Share Consolidation,0.056,"Estimated wallet share with us is 49%, income ~CHF 5,586/month. Propose a full relationship consolidation review."
01404b62-292c-435c-b806-3ca2f60f789a,Anna,Weber,9,F,ZH,Sünikon,Schüler/in,,mandatory,student,single,0.0,0.415,0.73,12,66,98,0.0,1444.25,0.0,False,False,False,False,False,True,False,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA09,Credit Card Cross-Sell,0.095,"1 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA14,Churn Risk Retention Outreach,0.095,Transaction activity went from 1 to 0 between the first and second half of the observed window.
0147ac2a-e37b-4884-b20e-d64318d32312,Anna,Keller,40,F,GE,Bernex,Systemadministrator/in,tech,matura,employed,divorced,10263.36,0.034,0.64,43,66,65,46891.24,26426.97,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"433 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.434,"Income ~CHF 10,263/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA06,Idle Cash Savings Upgrade,0.429,"CHF 46,891 in checking vs CHF 26,427 in savings, risk appetite 0.03. Propose moving surplus into a Sparkonto/Anlagesparkonto."
014d18e2-336c-4d1d-b275-d70321f1d1df,Michael,Weber,76,M,FR,Bulle,Pensioniert,,matura,retired,married,3073.02,0.163,0.84,54,75,25,13424.96,106025.2,0.0,False,False,False,False,False,False,True,NBA02,Newlywed Joint Account Offer,0.02,"[Deceased client — shown for completeness only, do not action] No marriage event on file for this client in the observed window.",NBA03,New Parent Savings Plan,0.02,"[Deceased client — shown for completeness only, do not action] No birth event on file for this client in the observed window.",NBA04,Property Purchase Mortgage & Insurance Bundle,0.02,"[Deceased client — shown for completeness only, do not action] No property purchase event on file for this client in the observed window."
01596f6b-a9de-4065-9d90-3714417704a5,Andrea,Bernasconi,76,F,JU,Alle,Pensioniert,,apprenticeship,retired,widowed,2616.75,0.13,0.42,77,50,36,72851.63,127216.26,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"189 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: widowed, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.167,"CHF 72,852 in checking, risk appetite 0.13, no investment product. Propose Fondssparplan/Wertschriftendepot."
015a03e8-faec-4bb1-94c3-78cc8c97f78f,Pierre,Schmid,25,M,BS,Basel,,,matura,employed,single,4831.13,0.231,0.33,29,63,91,6001.09,1751.79,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"55 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA08,Pillar 3a Retirement Gap,0.475,"Employment: employed, income ~CHF 4,831/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
016aa61a-7d47-42dd-bfef-28b89065b15f,Chloé,Lüthi,54,F,BL,Oberwil BL,ICT-Fachmann/-frau,tech,mandatory,employed,widowed,7013.95,0.009,0.72,46,66,69,74811.08,29963.2,0.0,True,False,True,False,False,False,False,NBA06,Idle Cash Savings Upgrade,0.585,"CHF 74,811 in checking vs CHF 29,963 in savings, risk appetite 0.01. Propose moving surplus into a Sparkonto/Anlagesparkonto.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: widowed, has mortgage: False. Discuss life or legal protection cover.",NBA10,Wealth Building Investment Upsell,0.141,"Income ~CHF 7,014/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
01718b8b-bbf4-47ec-86fe-272791c031f1,Mia,Schmid,49,F,GE,Plan-les-Ouates,,,university,employed,single,10365.49,0.136,1.0,37,69,73,6036.93,3710.97,0.0,False,False,False,False,False,False,False,NBA08,Pillar 3a Retirement Gap,0.95,"Employment: employed, income ~CHF 10,365/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA09,Credit Card Cross-Sell,0.95,"170 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.443,"Income ~CHF 10,365/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
